t,service,latency_ms
1790110846.706,swift-user-service,3.459
1790110846.708,swift-product-service,2.214
1790110846.710,swift-order-service,1.662
1790110851.727,swift-user-service,6.117
1790110851.732,swift-product-service,4.096
1790110851.738,swift-order-service,4.552
1790110856.745,swift-user-service,3.119
1790110856.749,swift-product-service,2.454
1790110856.752,swift-order-service,2.036
1790110861.760,swift-user-service,6.615
1790110861.765,swift-product-service,4.042
1790110861.770,swift-order-service,3.347
1790110866.778,swift-user-service,2.566
1790110866.781,swift-product-service,1.889
1790110866.783,swift-order-service,1.627
1790110871.799,swift-user-service,6.553
1790110871.804,swift-product-service,3.978
1790110871.808,swift-order-service,3.546
1790110876.821,swift-user-service,3.530
1790110876.825,swift-product-service,3.009
1790110876.829,swift-order-service,2.418
1790110881.836,swift-user-service,1.477
1790110881.838,swift-product-service,1.109
1790110881.840,swift-order-service,1.009
1790110886.855,swift-user-service,4.723
1790110886.859,swift-product-service,3.138
1790110886.863,swift-order-service,2.636
1790110891.869,swift-user-service,5.032
1790110891.874,swift-product-service,3.315
1790110891.878,swift-order-service,2.986
1790110896.890,swift-user-service,4.887
1790110896.894,swift-product-service,3.707
1790110896.899,swift-order-service,3.200
1790110901.903,swift-user-service,2.878
1790110901.906,swift-product-service,1.907
1790110901.909,swift-order-service,1.660
1790110906.921,swift-user-service,2.284
1790110906.924,swift-product-service,2.225
1790110906.927,swift-order-service,1.379
1790110911.935,swift-user-service,3.176
1790110911.939,swift-product-service,3.011
1790110911.943,swift-order-service,2.527
1790110916.957,swift-user-service,2.979
1790110916.960,swift-product-service,2.266
1790110916.963,swift-order-service,2.003
1790110921.974,swift-user-service,2.100
1790110921.977,swift-product-service,1.475
1790110921.979,swift-order-service,1.161
1790110926.989,swift-user-service,1.653
1790110926.991,swift-product-service,1.004
1790110926.993,swift-order-service,1.233
1790110931.996,swift-user-service,2.013
1790110931.998,swift-product-service,1.225
1790110932.000,swift-order-service,1.414
1790110937.011,swift-user-service,2.207
1790110937.013,swift-product-service,1.471
1790110937.015,swift-order-service,1.205
1790110942.022,swift-user-service,2.242
1790110942.026,swift-product-service,1.721
1790110942.028,swift-order-service,1.518
1790110947.041,swift-user-service,2.279
1790110947.044,swift-product-service,1.295
1790110947.046,swift-order-service,1.216
1790110952.056,swift-user-service,1.812
1790110952.058,swift-product-service,1.367
1790110952.060,swift-order-service,1.463
1790110957.066,swift-user-service,4.478
1790110957.070,swift-product-service,3.646
1790110957.075,swift-order-service,3.565
1790110962.088,swift-user-service,1.809
1790110962.090,swift-product-service,1.352
1790110962.092,swift-order-service,1.181
1790110967.099,swift-user-service,2.197
1790110967.101,swift-product-service,1.535
1790110967.103,swift-order-service,1.259
1790110972.108,swift-user-service,1.646
1790110972.110,swift-product-service,1.308
1790110972.112,swift-order-service,1.313
1790110977.117,swift-user-service,2.052
1790110977.119,swift-product-service,1.691
1790110977.122,swift-order-service,1.682
1790110982.267,swift-user-service,144.247
1790110982.271,swift-product-service,2.748
1790110982.273,swift-order-service,1.774
1790110987.363,swift-user-service,86.065
1790110987.367,swift-product-service,2.675
1790110987.369,swift-order-service,1.951
1790110992.457,swift-user-service,86.345
1790110992.461,swift-product-service,3.496
1790110992.465,swift-order-service,3.388
1790110997.662,swift-user-service,193.218
1790110997.666,swift-product-service,3.561
1790110997.669,swift-order-service,2.099
1790111003.064,swift-user-service,385.337
1790111003.068,swift-product-service,2.829
1790111003.071,swift-order-service,1.991
1790111008.260,swift-user-service,183.532
1790111008.263,swift-product-service,2.351
1790111008.265,swift-order-service,1.779
1790111013.464,swift-user-service,189.333
1790111013.467,swift-product-service,2.525
1790111013.470,swift-order-service,1.617
1790111018.572,swift-user-service,97.310
1790111018.576,swift-product-service,3.219
1790111018.579,swift-order-service,1.888
1790111023.770,swift-user-service,181.324
1790111023.774,swift-product-service,3.350
1790111023.776,swift-order-service,1.465
1790111029.167,swift-user-service,388.905
1790111029.174,swift-product-service,6.395
1790111029.178,swift-order-service,2.540
1790111034.266,swift-user-service,82.850
1790111034.275,swift-product-service,8.326
1790111034.278,swift-order-service,1.884
1790111039.363,swift-user-service,75.880
1790111039.370,swift-product-service,5.824
1790111039.374,swift-order-service,3.439
1790111044.383,swift-user-service,1.754
1790111044.385,swift-product-service,1.431
1790111044.387,swift-order-service,1.295
1790111049.400,swift-user-service,1.975
1790111049.404,swift-product-service,1.817
1790111049.406,swift-order-service,1.350
1790111054.413,swift-user-service,3.836
1790111054.417,swift-product-service,2.669
1790111054.420,swift-order-service,2.463
1790111059.436,swift-user-service,5.852
1790111059.441,swift-product-service,4.157
1790111059.446,swift-order-service,3.150
